Education,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumWebVisitsMonth,Complain,Response,Age,Relationship_Status,Children,Total_Household,Parent,Frequency,Monetary,Avg_Purchase_Value,Loyalty,Income_per_Household_Member,High_Spender,Promo_Responsive,Preferred_Category,Engagement_Score
Post-Grad,3576,272,7,80,20,7,11,2,0,0,37,Attached,0,2,0,15,397.0,26.466666666666665,0,36697.5,1,0,Wines,0
Graduate,3721,9,1,24,2,1,2,6,0,0,53,Single,1,2,1,9,39.0,4.333333333333333,0,14909.5,0,0,Meat,0
Graduate,3628,279,0,18,0,0,9,4,0,0,56,Attached,1,3,1,14,306.0,21.857142857142858,0,15229.333333333334,0,1,Wines,1
Graduate,3887,398,61,265,138,61,53,1,0,0,70,Attached,0,2,0,14,976.0,69.71428571428571,0,31410.0,1,0,Wines,0
Post-Grad,3769,637,47,237,12,19,76,5,0,0,53,Attached,1,3,1,28,1028.0,36.714285714285715,1,20163.666666666668,1,0,Wines,0
Graduate,3617,45,0,16,2,1,6,7,0,0,38,Attached,1,3,1,7,70.0,10.0,0,11078.333333333334,0,0,Wines,0
Graduate,3940,21,1,9,7,3,5,6,0,0,65,Attached,0,2,0,5,46.0,9.2,0,17850.5,0,0,Wines,0
Post-Grad,3749,15,4,13,0,0,19,7,0,0,44,Attached,1,3,1,5,51.0,10.2,0,10511.666666666666,0,1,Gold,1
Pre-Grad,3543,493,183,352,184,23,28,0,0,0,64,Attached,0,2,0,21,1263.0,60.142857142857146,1,46278.0,1,0,Wines,0
Graduate,4069,957,40,175,158,53,107,5,0,0,54,Single,1,2,1,22,1490.0,67.72727272727273,1,33692.0,1,1,Wines,1
Post-Grad,4096,829,138,430,60,92,15,2,0,0,53,Attached,0,2,0,24,1564.0,65.16666666666667,1,40286.5,1,0,Wines,0
Graduate,4149,1017,50,500,65,50,133,8,0,1,57,Attached,1,3,1,18,1815.0,100.83333333333333,1,25956.666666666668,1,1,Wines,2
Post-Grad,3993,953,0,71,0,0,174,8,0,0,61,Single,1,2,1,31,1198.0,38.645161290322584,1,26139.0,1,0,Wines,0
Graduate,4147,159,0,120,0,0,137,8,0,1,56,Single,1,2,1,23,416.0,18.08695652173913,1,28553.5,1,1,Wines,2
Graduate,3971,32,0,8,23,4,18,6,0,0,34,Attached,0,2,0,6,85.0,14.166666666666666,0,9464.5,0,0,Wines,0
Post-Grad,3867,23,0,15,0,2,7,6,0,0,43,Single,1,2,1,8,47.0,5.875,0,18019.0,0,0,Wines,0
Graduate,3967,18,42,24,15,20,18,7,0,0,48,Single,0,1,0,8,137.0,17.125,0,20180.0,0,0,Fruits,0
Post-Grad,4023,15,0,4,0,0,2,7,0,0,59,Attached,2,4,1,4,21.0,5.25,0,8557.5,0,0,Wines,0
Pre-Grad,3480,23,4,5,10,5,23,3,0,0,47,Single,1,2,1,6,70.0,11.666666666666666,0,15939.0,0,0,Wines,0
Pre-Grad,3634,200,193,100,46,185,185,3,0,0,52,Attached,1,3,1,22,909.0,41.31818181818182,1,23644.0,1,0,Wines,0
Graduate,4090,1324,27,119,71,108,27,4,0,1,68,Single,0,1,0,22,1676.0,76.18181818181819,1,91249.0,1,1,Wines,3
Post-Grad,3744,1193,33,281,129,66,33,3,0,0,81,Single,0,1,0,26,1735.0,66.73076923076923,1,77598.0,1,1,Wines,1
Graduate,4010,505,137,401,104,22,22,5,1,0,65,Single,2,3,1,30,1191.0,39.7,1,26994.0,1,0,Wines,1
Post-Grad,3770,2,4,9,0,4,5,5,0,0,47,Attached,1,3,1,5,24.0,4.8,0,7567.0,0,0,Meat,0
Post-Grad,4056,1103,0,45,0,0,34,8,0,0,55,Attached,1,3,1,20,1182.0,59.1,1,18404.0,1,1,Wines,1
Graduate,3844,353,61,753,40,46,27,2,0,0,54,Attached,0,2,0,14,1280.0,91.42857142857143,0,35308.5,1,0,Meat,0
Graduate,4066,652,48,350,94,84,108,5,0,1,67,Single,0,1,0,19,1336.0,70.3157894736842,1,64849.0,1,0,Wines,1
Post-Grad,3850,379,6,157,25,91,91,7,0,0,59,Attached,2,4,1,24,749.0,31.208333333333332,1,15673.5,1,0,Wines,0
Post-Grad,3694,46,4,36,2,2,1,5,0,0,50,Attached,2,4,1,7,91.0,13.0,0,15479.25,0,0,Wines,0
Post-Grad,3747,162,31,127,8,17,69,3,0,0,77,Attached,1,3,1,15,414.0,27.6,0,22490.666666666668,1,0,Wines,0
Post-Grad,3646,8,3,19,3,3,8,6,0,0,42,Attached,1,3,1,9,44.0,4.888888888888889,0,7019.666666666667,0,0,Meat,0
Post-Grad,3562,17,3,18,3,4,18,7,0,0,56,Attached,2,4,1,8,63.0,7.875,0,7385.75,0,0,Meat,0
Graduate,3920,340,108,185,130,38,100,3,0,0,73,Attached,1,3,1,23,901.0,39.17391304347826,1,25301.0,1,0,Wines,0
Pre-Grad,4134,8,4,15,3,5,3,7,0,0,49,Attached,2,4,1,6,38.0,6.333333333333333,0,8746.0,0,0,Meat,0
Post-Grad,3949,154,22,202,39,30,8,4,0,1,68,Single,1,2,1,20,455.0,22.75,1,27499.0,1,0,Meat,1
Post-Grad,4060,710,15,30,20,0,0,8,0,1,75,Single,1,2,1,24,775.0,32.291666666666664,1,27178.0,1,0,Wines,1
Post-Grad,3571,8,2,4,0,0,1,5,0,0,65,Attached,1,3,1,4,15.0,3.75,0,11414.0,0,0,Wines,0
Graduate,3775,2,2,4,13,13,4,4,0,0,51,Attached,1,3,1,6,38.0,6.333333333333333,0,8470.0,0,0,Fish,0
Post-Grad,3616,1050,14,322,0,14,112,2,0,1,40,Attached,0,2,0,22,1512.0,68.72727272727273,1,36678.0,1,1,Wines,3
Graduate,4004,19,1,14,3,2,4,8,0,0,74,Attached,1,3,1,5,43.0,8.6,0,9440.0,0,0,Wines,0
Graduate,4164,22,0,6,6,2,6,7,0,0,47,Single,1,2,1,5,42.0,8.4,0,11881.5,0,0,Wines,0
Graduate,3538,274,83,216,151,141,224,1,0,0,40,Attached,0,2,0,23,1089.0,47.34782608695652,1,36285.0,1,0,Wines,0
Post-Grad,4126,68,6,38,3,6,41,7,0,0,48,Attached,1,3,1,9,162.0,18.0,0,11509.666666666666,0,0,Wines,0
Graduate,3981,344,45,654,104,11,114,3,0,0,73,Single,0,1,0,19,1272.0,66.94736842105263,1,70792.0,1,0,Meat,0
Graduate,4077,145,193,459,205,26,145,2,0,1,42,Attached,0,2,0,20,1173.0,58.65,1,31605.5,1,0,Meat,1
Post-Grad,3482,217,38,350,111,85,15,1,0,0,50,Attached,1,3,1,22,816.0,37.09090909090909,1,27963.666666666668,1,0,Meat,0
Graduate,3928,18,7,34,10,2,3,8,0,0,56,Single,2,3,1,9,74.0,8.222222222222221,0,12021.666666666666,0,0,Meat,0
Graduate,3975,69,8,26,12,7,12,7,0,0,70,Attached,1,3,1,9,134.0,14.88888888888889,0,13299.333333333334,0,0,Wines,0
Post-Grad,3829,144,0,7,0,0,6,5,0,0,84,Single,0,1,0,9,157.0,17.444444444444443,0,51141.0,0,0,Wines,0
Graduate,3757,256,34,103,90,29,49,3,0,0,48,Attached,1,3,1,18,561.0,31.166666666666668,1,18979.666666666668,1,0,Wines,0
Graduate,3521,483,72,567,94,12,108,1,0,0,73,Single,0,1,0,19,1336.0,70.3157894736842,1,80872.0,1,0,Meat,0
Post-Grad,4158,1285,105,653,28,21,0,8,0,1,48,Attached,0,2,0,23,2092.0,90.95652173913044,1,36167.5,1,0,Wines,1
Post-Grad,3691,338,4,89,11,8,13,4,0,0,60,Single,0,1,0,16,463.0,28.9375,1,61798.0,1,0,Wines,0
Post-Grad,3530,605,10,345,84,54,32,0,0,0,74,Single,0,1,0,17,1130.0,66.47058823529412,1,76842.0,1,0,Wines,0
Graduate,3636,8,0,7,3,1,1,6,0,0,48,Attached,1,3,1,5,20.0,4.0,0,9826.0,0,0,Wines,0
Graduate,4088,172,41,86,45,6,27,7,0,0,68,Single,1,2,1,18,377.0,20.944444444444443,1,23499.0,0,1,Wines,1
Graduate,3905,448,71,951,40,17,17,2,0,1,34,Single,0,1,0,28,1544.0,55.142857142857146,1,96843.0,1,1,Meat,2
Post-Grad,3526,67,4,32,17,2,16,4,0,0,74,Single,2,3,1,10,138.0,13.8,0,18850.333333333332,0,0,Wines,0
Post-Grad,3834,512,53,98,81,179,89,5,0,0,59,Attached,1,3,1,26,1012.0,38.92307692307692,1,23351.0,1,0,Wines,0
Post-Grad,3828,1462,16,128,0,0,160,6,0,1,62,Single,0,1,0,15,1766.0,117.73333333333333,0,71670.0,1,1,Wines,3
Graduate,3485,20,0,14,7,3,1,3,0,0,46,Attached,2,4,1,9,45.0,5.0,0,11089.75,0,0,Wines,0
Graduate,3892,50,4,44,10,10,43,9,0,1,72,Single,2,3,1,10,161.0,16.1,0,13629.0,0,0,Wines,1
Graduate,3648,102,1,15,2,0,24,7,0,0,58,Single,1,2,1,8,144.0,18.0,0,24438.5,0,0,Wines,0
Graduate,3782,499,149,815,173,49,49,3,0,0,77,Attached,0,2,0,26,1734.0,66.6923076923077,1,37242.5,1,0,Meat,0
Graduate,3723,381,35,172,56,86,93,5,0,0,52,Attached,1,3,1,22,823.0,37.40909090909091,1,21491.333333333332,1,0,Wines,0
Graduate,3594,631,43,239,128,76,21,3,0,0,61,Attached,1,3,1,28,1138.0,40.642857142857146,1,25742.0,1,0,Wines,0
Graduate,3960,526,80,553,123,94,53,2,0,1,75,Single,0,1,0,21,1429.0,68.04761904761905,1,72643.0,1,1,Meat,1
Post-Grad,3630,913,26,376,17,26,13,1,0,0,46,Attached,0,2,0,21,1371.0,65.28571428571429,1,42869.0,1,1,Wines,2
Graduate,3973,673,0,199,37,47,26,4,0,0,58,Single,1,2,1,16,982.0,61.375,1,27843.0,1,1,Wines,1
Graduate,3569,23,0,9,0,0,12,4,0,0,41,Single,1,2,1,5,44.0,8.8,0,19531.0,0,1,Wines,1
Graduate,4017,199,33,60,8,3,15,8,0,1,53,Attached,2,4,1,17,318.0,18.705882352941178,1,8650.0,0,0,Wines,1
Graduate,3921,261,23,73,4,23,50,7,0,0,49,Attached,1,3,1,16,434.0,27.125,1,13598.0,1,0,Wines,0
Pre-Grad,3707,111,16,37,7,9,18,3,0,0,53,Attached,2,4,1,12,198.0,16.5,0,13672.5,0,0,Wines,0
Graduate,3740,16,4,12,2,4,321,1,0,0,55,Attached,1,3,1,25,359.0,14.36,1,1476.0,0,0,Gold,0
Pre-Grad,4169,63,151,137,153,19,53,5,0,0,61,Attached,0,2,0,18,576.0,32.0,1,16316.0,1,0,Fish,0
Post-Grad,3755,58,0,18,2,0,10,7,0,0,56,Single,2,3,1,11,88.0,8.0,0,12745.333333333334,0,0,Wines,0
Graduate,3553,29,1,17,0,3,13,8,0,1,45,Attached,1,3,1,6,63.0,10.5,0,12260.333333333334,0,0,Wines,1
Post-Grad,4044,3,2,12,0,1,9,8,0,1,40,Single,1,2,1,4,27.0,6.75,0,15692.5,0,1,Meat,2
Graduate,3960,28,34,62,11,14,44,9,0,0,40,Attached,1,3,1,11,193.0,17.545454545454547,0,8190.0,0,0,Meat,0
Post-Grad,4122,40,3,30,10,7,11,9,0,1,50,Single,1,2,1,9,101.0,11.222222222222221,0,12754.5,0,0,Wines,1
Graduate,3610,879,143,797,106,143,143,1,0,0,73,Attached,0,2,0,21,2126.0,105.28571428571429,1,47321.0,1,1,Wines,1
Post-Grad,3857,62,1,44,6,5,22,4,0,0,62,Attached,1,3,1,8,140.0,17.5,0,19548.666666666668,0,0,Wines,0
Graduate,3975,280,7,81,20,0,27,7,0,0,49,Single,2,3,1,22,415.0,18.863636363636363,1,17733.666666666668,1,0,Wines,0
Graduate,4025,9,0,6,3,1,3,5,0,0,67,Attached,1,3,1,4,22.0,5.5,0,7331.333333333333,0,0,Wines,0
Graduate,3981,182,4,33,0,2,42,7,0,0,46,Attached,2,4,1,16,263.0,16.4375,1,14278.25,0,0,Wines,0
Graduate,3845,83,2,101,64,26,117,4,0,0,33,Attached,0,2,0,12,393.0,32.75,0,25686.5,0,0,Gold,0
Graduate,3724,38,15,54,3,8,29,8,0,0,38,Attached,1,3,1,10,147.0,14.7,0,7825.666666666667,0,0,Meat,0
Graduate,3550,228,19,130,4,11,51,2,0,0,68,Attached,1,3,1,16,443.0,27.6875,1,19372.0,1,0,Wines,0
Post-Grad,3668,1092,37,592,145,37,55,3,0,1,61,Single,0,1,0,19,1958.0,103.05263157894737,1,72968.0,1,1,Wines,1
Post-Grad,3931,85,15,27,13,13,21,7,0,0,53,Attached,1,3,1,10,174.0,17.4,0,13263.666666666666,0,0,Wines,0
Post-Grad,3728,1276,24,746,94,29,48,3,0,1,77,Single,0,1,0,27,2126.0,82.11111111111111,1,91712.0,1,1,Wines,2
Graduate,3560,1017,33,417,108,100,16,5,0,0,66,Single,1,2,1,16,1691.0,105.6875,1,47236.0,1,1,Wines,2
Graduate,3911,6,2,9,2,1,5,8,0,0,64,Attached,2,4,1,6,25.0,4.166666666666667,0,3418.0,0,0,Meat,0
Pre-Grad,3510,448,21,125,52,101,62,2,0,1,44,Attached,0,2,0,21,809.0,38.523809523809526,1,48273.5,1,1,Wines,3
Graduate,4142,504,23,117,179,28,44,4,0,1,49,Attached,0,2,0,16,895.0,55.9375,1,39602.5,1,1,Wines,1
Post-Grad,4024,226,22,133,41,31,31,4,0,0,49,Attached,1,3,1,18,484.0,26.88888888888889,1,18853.0,1,0,Wines,0
Post-Grad,4002,239,3,141,0,7,23,8,0,0,51,Attached,1,3,1,18,413.0,22.944444444444443,1,10881.333333333334,1,1,Wines,1
Pre-Grad,3651,90,38,67,33,36,67,3,0,0,44,Single,1,2,1,12,331.0,27.583333333333332,0,33753.0,0,0,Wines,0
Graduate,3951,7,2,8,3,2,3,6,0,0,54,Single,1,2,1,5,25.0,5.0,0,12103.0,0,0,Meat,0
Post-Grad,3660,4,2,5,2,0,0,6,0,0,57,Single,1,2,1,4,13.0,3.25,0,14210.0,0,0,Meat,0
Graduate,4134,16,17,19,20,21,22,8,0,1,54,Attached,1,3,1,10,115.0,11.5,0,7659.666666666667,0,0,Gold,1
Graduate,3490,10,3,3,0,0,0,3,0,0,58,Single,0,1,0,4,16.0,4.0,0,33279.0,0,0,Wines,0
Post-Grad,3757,68,0,16,0,0,8,7,0,0,52,Single,2,3,1,9,92.0,10.222222222222221,0,15474.333333333334,0,0,Wines,0
Graduate,3707,35,0,13,2,0,2,8,0,0,47,Attached,1,3,1,7,52.0,7.428571428571429,0,10122.666666666666,0,0,Wines,0
Graduate,4053,575,80,428,208,93,80,5,0,0,54,Attached,1,3,1,23,1464.0,63.65217391304348,1,21228.0,1,0,Wines,0
Graduate,3974,315,0,31,4,0,91,8,0,0,60,Single,1,2,1,17,441.0,25.941176470588236,1,20819.0,1,1,Wines,1
Post-Grad,3758,182,2,49,17,13,20,2,0,0,65,Single,1,2,1,12,283.0,23.583333333333332,0,34402.5,0,0,Wines,0
Post-Grad,3592,561,14,113,10,14,35,5,0,0,58,Attached,1,3,1,23,747.0,32.47826086956522,1,21938.0,1,0,Wines,0
Graduate,3878,587,51,932,180,34,86,3,0,0,66,Single,0,1,0,17,1870.0,110.0,1,71964.0,1,0,Meat,0
Graduate,3973,94,1,33,13,12,12,8,0,0,38,Single,1,2,1,11,165.0,15.0,0,19573.0,0,0,Wines,0
Graduate,3800,908,43,735,40,194,21,2,0,1,47,Attached,0,2,0,24,1941.0,80.875,1,48438.0,1,1,Wines,3
Pre-Grad,3991,228,122,122,208,129,30,9,0,0,43,Attached,0,2,0,27,839.0,31.074074074074073,1,17222.5,1,0,Wines,0
Graduate,4164,995,112,417,42,48,41,5,0,1,66,Single,0,1,0,25,1655.0,66.2,1,68281.0,1,0,Wines,1
Pre-Grad,3930,11,1,2,2,1,6,6,0,0,49,Attached,2,4,1,4,23.0,5.75,0,9321.0,0,0,Wines,0
Graduate,3958,3,3,14,15,21,10,9,0,1,41,Attached,0,2,0,6,66.0,11.0,0,18395.0,0,0,Sweet,1
Graduate,3913,12,1,16,4,1,3,8,0,0,57,Attached,2,4,1,8,37.0,4.625,0,6985.75,0,0,Meat,0
Graduate,3564,17,0,2,0,0,2,6,1,0,73,Single,2,3,1,6,21.0,3.5,0,7421.0,0,0,Wines,1
Graduate,4115,8,0,5,0,3,6,8,0,0,52,Attached,3,5,1,4,22.0,5.5,0,6052.2,0,0,Wines,0
Graduate,3610,22,4,17,12,10,13,6,0,0,46,Attached,1,3,1,9,78.0,8.666666666666666,0,9529.0,0,0,Wines,0
Post-Grad,3923,14,10,29,4,7,15,6,0,0,42,Attached,1,3,1,6,79.0,13.166666666666666,0,14605.0,0,0,Meat,0
Graduate,3632,106,27,68,52,7,5,6,0,0,68,Attached,2,4,1,17,265.0,15.588235294117647,1,12048.75,0,0,Wines,0
Post-Grad,3617,820,57,242,45,0,11,4,0,0,72,Attached,1,3,1,19,1175.0,61.8421052631579,1,25675.666666666668,1,0,Wines,0
Post-Grad,3971,753,43,226,69,10,204,4,0,0,59,Attached,1,3,1,28,1305.0,46.607142857142854,1,23774.0,1,0,Wines,0
Post-Grad,3599,13,3,17,7,3,3,5,0,0,45,Attached,1,3,1,8,46.0,5.75,0,10921.666666666666,0,0,Meat,0
Graduate,3947,9,1,3,0,4,8,6,0,0,59,Attached,2,4,1,4,25.0,6.25,0,7418.0,0,0,Wines,0
Graduate,3728,19,3,6,4,2,12,4,0,0,71,Single,0,1,0,5,46.0,9.2,0,23272.0,0,0,Wines,0
Post-Grad,4133,520,8,223,32,49,42,8,0,1,75,Attached,1,3,1,26,874.0,33.61538461538461,1,16637.333333333332,1,1,Wines,2
Pre-Grad,4170,5,17,17,13,14,34,9,0,0,39,Attached,1,3,1,10,100.0,10.0,0,2500.0,0,0,Gold,0
Post-Grad,3949,618,44,215,0,17,36,6,0,1,77,Single,1,2,1,25,930.0,37.2,1,34058.5,1,1,Wines,2
Graduate,3688,315,35,322,46,7,143,5,0,0,69,Attached,1,3,1,23,868.0,37.73913043478261,1,22408.333333333332,1,0,Meat,0
Graduate,3702,15,1,23,0,5,1,8,0,0,48,Attached,1,3,1,9,45.0,5.0,0,5883.0,0,0,Meat,0
Graduate,3899,384,60,364,119,101,232,7,0,0,49,Attached,1,3,1,29,1260.0,43.44827586206897,1,18638.0,1,0,Wines,0
Graduate,3747,110,29,92,28,10,145,8,0,0,40,Attached,1,3,1,12,414.0,34.5,0,13353.0,1,1,Gold,1
Graduate,3679,208,17,76,36,17,38,2,0,0,74,Attached,1,3,1,15,392.0,26.133333333333333,0,20301.666666666668,0,0,Wines,0
Graduate,4106,555,82,257,93,61,61,6,0,0,47,Attached,2,4,1,29,1109.0,38.241379310344826,1,18832.5,1,0,Wines,0
Graduate,3866,240,90,216,63,6,24,3,0,0,73,Single,1,2,1,22,639.0,29.045454545454547,1,30344.5,1,0,Wines,0
Graduate,3931,11,0,36,15,5,12,7,0,0,40,Attached,1,3,1,6,79.0,13.166666666666666,0,12893.333333333334,0,0,Meat,0
Graduate,3979,848,154,323,201,61,78,6,0,0,42,Attached,0,2,0,24,1665.0,69.375,1,30708.0,1,1,Wines,1
Graduate,3896,202,47,197,55,42,149,4,0,0,33,Single,0,1,0,18,692.0,38.44444444444444,1,49767.0,1,0,Wines,0
Graduate,4115,433,89,650,16,102,102,7,0,0,54,Single,3,4,1,29,1392.0,48.0,1,20818.25,1,0,Meat,0
Graduate,3685,6,6,15,10,5,2,6,0,0,43,Attached,1,3,1,7,44.0,6.285714285714286,0,9669.666666666666,0,0,Meat,0
Post-Grad,3683,37,0,7,3,0,3,5,0,0,45,Attached,1,3,1,6,50.0,8.333333333333334,0,15019.0,0,0,Wines,0
Graduate,4129,167,37,64,49,34,116,7,0,0,53,Attached,1,3,1,21,467.0,22.238095238095237,1,12383.333333333334,1,0,Wines,0
Graduate,3684,45,7,99,4,25,43,6,0,0,54,Single,1,2,1,12,223.0,18.583333333333332,0,21510.0,0,0,Meat,0
Graduate,3493,129,0,21,0,1,7,4,0,0,65,Attached,1,3,1,9,158.0,17.555555555555557,0,17718.0,0,0,Wines,0
Graduate,3764,713,0,264,120,80,34,4,0,0,51,Attached,0,2,0,28,1211.0,43.25,1,32654.0,1,1,Wines,1
Graduate,4154,676,161,426,210,44,58,6,0,1,54,Single,1,2,1,14,1575.0,112.5,0,38233.5,1,0,Wines,1
Pre-Grad,3657,450,26,535,73,98,26,1,0,0,77,Attached,0,2,0,22,1208.0,54.90909090909091,1,40522.0,1,0,Meat,0
Graduate,3950,22,2,12,0,2,5,4,0,0,73,Attached,2,4,1,5,43.0,8.6,0,8217.75,0,0,Wines,0
Graduate,3753,367,4,51,6,4,95,7,0,0,49,Single,2,3,1,21,527.0,25.095238095238095,1,18600.333333333332,1,1,Wines,0
Graduate,3480,526,35,214,69,53,35,2,0,0,65,Single,1,2,1,15,932.0,62.13333333333333,0,38160.0,1,0,Wines,0
Post-Grad,3500,51,0,16,0,0,4,8,0,0,69,Single,2,3,1,8,71.0,8.875,0,12309.0,0,0,Wines,0
Graduate,3476,25,0,11,3,0,15,4,0,0,71,Attached,2,4,1,5,54.0,10.8,0,12198.5,0,0,Wines,0
Graduate,3940,28,6,27,12,17,39,8,0,0,59,Single,0,1,0,7,129.0,18.428571428571427,0,23478.0,0,0,Gold,0
Graduate,4104,958,159,447,20,0,31,7,0,0,51,Single,1,2,1,27,1615.0,59.81481481481482,1,35564.0,1,0,Wines,0
Post-Grad,3816,532,88,168,69,44,133,5,0,0,48,Single,1,2,1,26,1034.0,39.76923076923077,1,35089.5,1,0,Wines,0
Graduate,4013,724,17,143,0,8,196,7,0,0,74,Attached,1,3,1,25,1088.0,43.52,1,19820.666666666668,1,0,Wines,0
Graduate,3657,39,0,56,20,8,14,7,0,0,55,Attached,1,3,1,10,137.0,13.7,0,12787.0,0,0,Meat,0
Post-Grad,3720,587,54,348,71,54,130,2,0,0,42,Attached,0,2,0,17,1244.0,73.17647058823529,1,35019.0,1,0,Wines,0
Graduate,4006,29,1,11,0,0,0,4,0,0,46,Attached,2,4,1,7,41.0,5.857142857142857,0,10638.5,0,0,Wines,0
Graduate,4159,757,80,217,29,80,11,6,0,0,50,Attached,1,3,1,32,1174.0,36.6875,1,22481.666666666668,1,0,Wines,0
Graduate,4012,544,35,133,23,151,107,2,0,0,73,Single,1,2,1,15,993.0,66.2,0,33523.0,1,0,Wines,0
Graduate,3769,40,15,15,17,6,7,4,0,0,76,Attached,0,2,0,7,100.0,14.285714285714286,0,21096.0,0,0,Wines,0
Post-Grad,4081,1245,33,332,21,33,16,7,0,0,72,Attached,1,3,1,17,1680.0,98.82352941176471,1,25870.0,1,0,Wines,0
Graduate,3558,19,1,20,16,14,28,5,0,0,40,Attached,1,3,1,9,98.0,10.88888888888889,0,10587.0,0,0,Gold,0
Graduate,3726,16,3,15,2,1,11,7,0,0,45,Attached,1,3,1,5,48.0,9.6,0,11450.0,0,0,Wines,0
Graduate,3801,376,4,94,12,9,24,5,0,0,75,Attached,1,3,1,19,519.0,27.31578947368421,1,18197.0,1,0,Wines,0
Graduate,3659,184,178,178,103,39,33,3,0,0,68,Attached,1,3,1,20,715.0,35.75,1,23955.333333333332,1,0,Wines,0
Graduate,3760,15,0,11,0,2,9,8,0,0,55,Attached,1,3,1,5,37.0,7.4,0,8431.0,0,0,Wines,0
Post-Grad,4008,124,83,267,85,59,35,5,0,1,37,Single,0,1,0,20,653.0,32.65,1,42000.0,1,0,Meat,1
Graduate,3830,627,120,414,121,80,93,5,0,0,41,Attached,0,2,0,21,1455.0,69.28571428571429,1,34760.0,1,0,Wines,0
Graduate,3615,180,60,241,13,54,54,4,0,1,54,Single,1,2,1,19,602.0,31.68421052631579,1,32356.5,1,0,Meat,1
Post-Grad,3832,14,0,4,0,0,8,6,0,0,47,Attached,1,3,1,5,26.0,5.2,0,9296.333333333334,0,0,Wines,0
Pre-Grad,3567,3,3,24,34,7,31,5,0,0,64,Single,0,1,0,7,102.0,14.571428571428571,0,22123.0,0,0,Fish,0
Graduate,4145,8,26,46,38,9,49,8,0,0,51,Attached,1,3,1,9,176.0,19.555555555555557,0,9267.666666666666,0,0,Gold,0
Graduate,4072,293,6,23,13,6,92,8,0,0,64,Attached,1,3,1,17,433.0,25.470588235294116,1,17217.0,1,0,Wines,0
Graduate,4005,758,12,385,33,89,89,4,0,0,36,Attached,0,2,0,30,1366.0,45.53333333333333,1,34243.5,1,0,Wines,0
Graduate,3971,656,38,161,62,47,37,7,0,0,55,Attached,1,3,1,27,1001.0,37.074074074074076,1,18932.0,1,0,Wines,0
Pre-Grad,4034,196,25,607,67,17,49,2,0,0,32,Attached,0,2,0,18,961.0,53.388888888888886,1,43500.0,1,0,Meat,0
Graduate,3563,835,73,380,114,73,43,2,0,0,65,Attached,1,3,1,23,1518.0,66.0,1,26607.666666666668,1,1,Wines,1
Graduate,3741,16,11,15,2,0,12,3,0,0,44,Single,1,2,1,8,56.0,7.0,0,15414.0,0,0,Wines,0
Post-Grad,3708,9,1,5,2,1,4,4,0,0,53,Attached,1,3,1,4,22.0,5.5,0,11369.666666666666,0,0,Wines,0
Post-Grad,3775,229,7,140,10,3,11,7,0,1,50,Single,2,3,1,21,400.0,19.047619047619047,1,17789.0,1,0,Wines,1
Pre-Grad,3724,0,1,4,15,1,5,7,0,0,55,Attached,0,2,0,4,26.0,6.5,0,11195.0,0,0,Fish,0
Graduate,3531,121,24,124,24,15,42,2,0,0,48,Attached,1,3,1,13,350.0,26.923076923076923,0,23774.0,0,0,Meat,0
Graduate,4030,471,102,125,212,61,245,1,0,1,31,Single,0,1,0,22,1216.0,55.27272727272727,1,79244.0,1,1,Wines,2
Post-Grad,4133,520,8,223,32,49,42,8,0,1,75,Attached,1,3,1,26,874.0,33.61538461538461,1,16637.333333333332,1,1,Wines,2
Post-Grad,3877,26,1,10,2,0,1,5,0,0,74,Attached,2,4,1,5,40.0,8.0,0,12174.75,0,0,Wines,0
Graduate,3745,240,132,445,250,192,108,1,0,0,49,Attached,0,2,0,19,1367.0,71.94736842105263,1,40072.0,1,0,Meat,0
Graduate,3870,178,4,26,8,4,44,6,0,0,68,Single,2,3,1,15,264.0,17.6,0,18084.0,0,0,Wines,0
Post-Grad,4111,1486,55,278,49,0,185,6,0,1,48,Attached,1,3,1,20,2053.0,102.65,1,27309.666666666668,1,1,Wines,3
Graduate,4050,1115,12,128,33,12,76,6,0,0,49,Attached,1,3,1,10,1376.0,137.6,0,25356.0,1,1,Wines,1
Post-Grad,3574,29,0,8,2,0,6,4,0,0,48,Attached,2,4,1,5,45.0,9.0,0,13301.0,0,0,Wines,0
Post-Grad,3511,529,0,356,63,28,0,3,0,0,75,Attached,1,3,1,27,976.0,36.148148148148145,1,22637.0,1,0,Wines,0
Pre-Grad,4123,13,3,8,7,4,16,9,0,1,40,Attached,1,3,1,6,51.0,8.5,0,4932.0,0,0,Gold,1
Post-Grad,3603,934,24,230,16,24,36,3,0,0,50,Attached,1,3,1,20,1264.0,63.2,1,26042.666666666668,1,1,Wines,2
Pre-Grad,3959,2,7,11,16,12,27,6,0,0,52,Attached,0,2,0,7,75.0,10.714285714285714,0,7094.0,0,0,Gold,0
Pre-Grad,4081,4,12,5,3,16,17,7,0,0,38,Attached,1,3,1,7,57.0,8.142857142857142,0,6808.333333333333,0,0,Gold,0
Post-Grad,3857,62,1,44,6,5,22,4,0,0,62,Attached,1,3,1,8,140.0,17.5,0,19548.666666666668,0,0,Wines,0
Graduate,4034,158,35,179,0,0,125,5,0,1,54,Single,1,2,1,19,497.0,26.157894736842106,1,36483.5,1,1,Meat,2
Post-Grad,3859,173,2,39,3,2,47,7,0,0,75,Attached,1,3,1,13,266.0,20.46153846153846,0,16050.0,0,0,Wines,0
